Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-E1-5305-01	TCGA-FG-A87N-01	TCGA-P5-A731-01	TCGA-HT-7693-01	TCGA-DH-A669-01	TCGA-DU-7013-01	TCGA-DU-6407-01	TCGA-DU-8166-01	TCGA-DU-6402-01	TCGA-CS-4941-01	TCGA-HT-8104-01	TCGA-HT-A61C-01	TCGA-TQ-A8XE-01	TCGA-DU-6404-01	TCGA-DB-A64S-01	TCGA-DU-A7TJ-01	TCGA-S9-A7IS-01	TCGA-S9-A7R2-01	TCGA-FN-7833-01	TCGA-HT-7860-01	TCGA-P5-A72U-01	TCGA-HT-7882-01	TCGA-P5-A5EX-01	TCGA-E1-5303-01	TCGA-DU-A5TP-01	TCGA-FG-6692-01	TCGA-DU-A7TD-01	TCGA-CS-6186-01	TCGA-E1-A7YJ-01	TCGA-CS-6188-01	TCGA-HT-A4DS-01	TCGA-VW-A8FI-01	TCGA-P5-A5F1-01	TCGA-E1-A7YK-01	TCGA-VM-A8CF-01	TCGA-FG-A4MW-01	TCGA-DU-A5TY-01	TCGA-HW-A5KK-01	TCGA-TM-A84B-01	TCGA-CS-5397-01	TCGA-QH-A6CV-01	TCGA-DU-6403-01	TCGA-QH-A6XC-01	TCGA-DU-6392-01	TCGA-S9-A7IX-01	TCGA-DB-A75P-01	TCGA-DU-7298-01	TCGA-TM-A84J-01	TCGA-P5-A736-01	TCGA-FG-7634-01	TCGA-E1-A7YL-01	TCGA-HT-A617-01	TCGA-KT-A7W1-01	TCGA-DU-7292-01	TCGA-DU-A76L-01	TCGA-TM-A7C3-01	TCGA-HT-7691-01	TCGA-DU-6405-01	TCGA-HT-8013-01	TCGA-P5-A5EU-01	TCGA-DU-7007-01	TCGA-HT-A61B-01	TCGA-S9-A6UA-01	TCGA-DU-5852-01	TCGA-HT-A5RA-01	TCGA-TM-A84C-01	TCGA-HT-7469-01	TCGA-DU-5854-01	TCGA-DU-7290-01	TCGA-E1-A7YN-01	TCGA-FG-A70Z-01	TCGA-HT-8011-01	TCGA-S9-A7R7-01	TCGA-S9-A89Z-01	TCGA-DU-7012-01	TCGA-FG-5965-01	TCGA-DU-7006-01	TCGA-DU-6406-01	TCGA-S9-A6U0-01	TCGA-E1-A7YI-01	TCGA-DU-A5TT-01	TCGA-FG-A710-01	TCGA-DU-5847-01	TCGA-HT-8110-01	TCGA-VM-A8CD-01	TCGA-DU-8158-01	TCGA-HT-A74H-01	TCGA-P5-A5EY-01	TCGA-HT-7857-01	TCGA-FG-5963-01	TCGA-HT-8018-01	TCGA-CS-6290-01	TCGA-HT-8563-01	TCGA-FG-6688-01	TCGA-DU-5872-01	TCGA-S9-A6TV-01	TCGA-VM-A8C9-01	TCGA-S9-A6WM-01	TCGA-HT-8564-01	TCGA-QH-A6CX-01	TCGA-HT-7477-01	TCGA-HT-A5RC-01	TCGA-FG-5964-01	TCGA-FG-A4MU-01	TCGA-S9-A6WN-01	TCGA-E1-A7YQ-01	TCGA-CS-4942-01	TCGA-DH-5140-01	TCGA-FG-A87Q-01	TCGA-FG-A6J3-01	TCGA-06-0152-01	TCGA-06-0749-01	TCGA-06-0138-01	TCGA-06-2564-01	TCGA-06-0210-01	TCGA-02-0047-01	TCGA-19-2625-01	TCGA-27-2528-01	TCGA-27-1837-01	TCGA-12-1597-01	TCGA-12-3653-01	TCGA-32-2615-01	TCGA-06-0171-01	TCGA-14-0781-01	TCGA-14-1823-01	TCGA-12-5295-01	TCGA-06-0129-01	TCGA-16-0846-01	TCGA-14-1402-01	TCGA-26-5133-01	TCGA-27-2524-01	TCGA-06-0878-01	TCGA-06-5411-01	TCGA-06-5413-01	TCGA-15-0742-01	TCGA-06-0211-01	TCGA-28-2513-01	TCGA-28-2509-01	TCGA-06-0178-01	TCGA-02-2483-01	TCGA-76-4925-01	TCGA-76-4926-01	TCGA-06-0190-01	TCGA-02-2486-01	TCGA-26-5136-01	TCGA-19-1390-01	TCGA-06-0649-01	TCGA-32-4213-01	TCGA-06-5856-01	TCGA-19-0957-01	TCGA-28-1747-01	TCGA-06-0747-01	TCGA-28-5204-01	TCGA-06-0238-01	TCGA-06-0645-01	TCGA-12-0616-01	TCGA-16-1045-01	TCGA-06-2569-01	TCGA-15-1444-01	TCGA-28-2510-01	TCGA-14-0789-01	TCGA-19-2624-01	TCGA-26-5134-01	TCGA-06-0750-01	TCGA-06-5410-01	TCGA-06-2565-01	TCGA-06-2562-01	TCGA-06-0141-01	TCGA-06-0132-01	TCGA-41-5651-01	TCGA-14-0790-01	TCGA-28-5209-01	TCGA-27-1832-01	TCGA-32-1970-01	TCGA-14-0871-01	TCGA-27-2523-01	TCGA-06-0125-01	TCGA-28-5220-01	TCGA-12-0821-01	TCGA-12-5299-01	TCGA-12-3650-01	TCGA-06-5418-01	TCGA-19-2620-01	TCGA-06-0187-01	TCGA-76-4931-01	TCGA-06-2563-01	TCGA-06-0139-01	TCGA-27-2526-01	TCGA-32-2632-01	TCGA-27-1830-01	TCGA-27-1835-01	TCGA-06-5414-01	TCGA-02-0055-01	TCGA-12-0618-01	TCGA-14-1829-01	TCGA-06-0745-01	TCGA-32-1982-01	TCGA-28-5218-01	TCGA-28-2514-01	TCGA-14-0817-01	TCGA-06-0686-01	TCGA-27-1831-01	TCGA-19-1787-01	TCGA-06-2558-01	TCGA-06-0168-01	TCGA-19-5960-01	TCGA-06-2561-01	TCGA-19-4065-01	TCGA-28-1753-01	TCGA-32-1980-01	TCGA-06-0157-01	TCGA-12-0619-01	TCGA-14-1034-01	TCGA-06-0130-01	TCGA-06-0646-01	TCGA-06-2559-01	TCGA-19-1389-01	TCGA-76-4928-01	TCGA-26-5139-01	TCGA-06-2567-01	TCGA-76-4932-01	TCGA-14-2554-01	TCGA-27-2519-01	TCGA-06-5408-01	TCGA-32-5222-01	TCGA-19-2619-01	TCGA-06-0184-01	TCGA-06-0158-01	TCGA-06-0644-01	TCGA-02-2485-01	TCGA-14-1825-01	TCGA-14-0736-01	TCGA-06-5858-01	TCGA-28-5215-01	TCGA-06-2570-01	TCGA-41-2572-01	TCGA-32-2616-01	TCGA-32-2638-01	TCGA-41-3915-01	TCGA-06-0174-01	TCGA-32-2634-01	TCGA-28-5207-01	TCGA-41-2571-01	TCGA-28-5208-01	TCGA-41-4097-01	TCGA-06-0219-01	TCGA-28-5216-01	TCGA-06-5416-01	TCGA-14-0787-01	TCGA-06-5412-01	TCGA-28-5213-01	TCGA-76-4929-01	TCGA-08-0386-01	TCGA-12-3652-01	TCGA-06-0743-01	TCGA-26-5132-01	TCGA-26-5135-01	TCGA-27-1834-01	TCGA-06-2557-01	TCGA-06-0744-01	TCGA-06-0882-01	
Deletion Peak 34	10q23.31	chr10:87857401-88274281(probes 964525:964956)    	chr10:87857645-87976150(probes 964526:964713)      	chr10:87658974-88592781(probes 964378:965107)      	6.5837e-21	  9.5668e-18		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
Deletion Peak 35	10q23.31	chr10:87970891-88590152(probes 964713:965104)    	chr10:88271933-88590152(probes 964956:965104)      	chr10:87658974-88592781(probes 964378:965107)      	2.0653e-10	  0.00016165		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
Deletion Peak 36	10q26.3 	chr10:133376759-133400839(probes 993600:993610)	chr10:133376926-133393368(probes 993602:993609)  	chr10:115681727-133797422(probes 981970:993616)  	4.5326e-12	  4.5326e-12		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
Deletion Peak 37	11p15.5 	chr11:1-63566745(probes 993617:1028639)            	chr11:1-628788(probes 993617:993651)                   	chr11:1-6113100(probes 993617:996288)                 	0.021935	    0.022802		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
Deletion Peak 38	11p12   	chr11:22842361-73866751(probes 1008318:1032684)  	chr11:40111584-41460785(probes 1019009:1019973)    	chr11:40815700-40816273(probes 1019492:1019493)    	0.22779	     0.22774		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak 39	12p13.1 	chr12:12640954-12726635(probes 1078603:1078661)  	chr12:12657472-12696306(probes 1078610:1078643)    	chr12:12675595-12688928(probes 1078626:1078639)    	0.17014	     0.17109		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
Deletion Peak 40	12q12   	chr12:45717836-45920013(probes 1095683:1095759)  	chr12:45719812-45909692(probes 1095684:1095754)    	chr12:45076775-46013273(probes 1095284:1095803)    	0.0096283	    0.010036		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
Deletion Peak 41	12q24.33	chr12:1-133275309(probes 1071921:1146931)         	chr12:129312095-130592327(probes 1146028:1146029)	chr12:129312265-130593879(probes 1146029:1146030)	0.246	     0.24816		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
Deletion Peak 42	13q12.11	chr13:1-114364328(probes 1146932:1204603)       	chr13:19553746-20195572(probes 1147303:1147430)    	chr13:1-28153995(probes 1146932:1152287)           	0.014883	     0.11951		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	
Deletion Peak 43	13q14.2 	chr13:45336005-64372410(probes 1163886:1173275)  	chr13:49906216-51050145(probes 1166874:1166878)    	chr13:31317025-72195088(probes 1154585:1177557)    	5.2198e-06	  2.1886e-05		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	
Deletion Peak 44	14q11.2 	chr14:1-30561663(probes 1204604:1209909)         	chr14:21380763-22664865(probes 1205414:1205531)    	chr14:1-33982060(probes 1204604:1212292)           	0.00054692	   0.0076857		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	
Deletion Peak 45	14q13.1 	chr14:32832643-33710160(probes 1211251:1212083)  	chr14:32924537-33804537(probes 1211311:1212176)    	chr14:1-33982060(probes 1204604:1212292)           	3.7278e-07	  2.7166e-06		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	
Deletion Peak 46	14q24.2 	chr14:34527509-107043718(probes 1212676:1254863)	chr14:73229250-73278678(probes 1234893:1234929)    	chr14:73246980-73258341(probes 1234902:1234915)    	0.13735	     0.13425		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	
Deletion Peak 47	15q14   	chr15:1-63068107(probes 1254864:1277633)         	chr15:33860181-34047615(probes 1259298:1259439)    	chr15:28315871-59510556(probes 1257622:1274750)    	9.1511e-05	    0.090293		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	
Deletion Peak 48	15q15.1 	chr15:34059925-51208489(probes 1259448:1269297)  	chr15:40035101-40057929(probes 1263354:1263363)    	chr15:28315871-59510556(probes 1257622:1274750)    	1.7579e-06	   0.0071982		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	
Deletion Peak 49	15q21.3 	chr15:1-63135438(probes 1254864:1277680)         	chr15:56916072-57297614(probes 1273029:1273199)    	chr15:28315871-59510556(probes 1257622:1274750)    	0.00056056	    0.081459		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	
